2017-10-22 15:22:23, 40, 543
2017-10-22 15:22:31, 20, 608
2017-10-22 15:22:39, 20, 620
2017-10-22 15:22:41, 80, 784
2017-10-22 15:22:50, 60, 786
2017-10-22 15:23:01, 60, 777
2017-10-22 15:23:04, 20, 662
2017-10-22 15:23:04, 40, 647
2017-10-22 15:23:05, 60, 872
2017-10-22 15:23:09, 60, 653
2017-10-22 15:23:14, 0, 581
2017-10-22 15:23:15, 20, 531
2017-10-22 15:23:25, 100, 881
2017-10-22 15:23:26, 80, 832
2017-10-22 15:23:27, 20, 652
2017-10-22 15:23:28, 60, 684
2017-10-22 15:23:33, 60, 796
2017-10-22 15:23:35, 100, 816
2017-10-22 15:23:36, 40, 666
2017-10-22 15:23:36, 40, 668
2017-10-22 15:23:41, 140, 912
2017-10-22 15:23:46, 80, 754
2017-10-22 15:23:49, 220, 1186
2017-10-22 15:23:50, 60, 864
2017-10-22 15:23:50, 80, 808
2017-10-22 15:23:51, 140, 938
2017-10-22 15:23:56, 160, 1066
2017-10-22 15:23:57, 100, 916
2017-10-22 15:24:00, 100, 922
2017-10-22 15:24:08, 120, 893
2017-10-22 15:24:10, 180, 1416
2017-10-22 15:24:11, 20, 632
2017-10-22 15:24:16, 120, 936
2017-10-22 15:24:20, 200, 1146
2017-10-22 15:24:21, 80, 743
2017-10-22 15:24:23, 100, 1181
2017-10-22 15:24:26, 60, 814
2017-10-22 15:24:27, 60, 791
2017-10-22 15:24:30, 20, 622
2017-10-22 15:24:37, 20, 602
2017-10-22 15:24:39, 60, 849
2017-10-22 15:24:42, 120, 1062
2017-10-22 15:24:44, 40, 744
2017-10-22 15:24:48, 80, 785
2017-10-22 15:24:51, 40, 580
2017-10-22 15:24:52, 40, 824
2017-10-22 15:24:52, 20, 608
2017-10-22 15:24:52, 40, 587
2017-10-22 15:24:56, 220, 1452
2017-10-22 15:24:57, 80, 996
2017-10-22 15:24:59, 120, 994
2017-10-22 15:25:01, 180, 1670
2017-10-22 15:25:05, 60, 862
2017-10-22 15:25:06, 20, 664
2017-10-22 15:25:08, 160, 852
2017-10-22 15:25:11, 20, 822
2017-10-22 15:25:24, 100, 1013
2017-10-22 15:25:26, 60, 666
2017-10-22 15:25:29, 140, 1142
2017-10-22 15:25:30, 80, 832
2017-10-22 15:25:32, 40, 590
2017-10-22 15:25:36, 40, 744
2017-10-22 15:25:36, 60, 742
2017-10-22 15:25:43, 80, 1054
2017-10-22 15:25:44, 80, 956
2017-10-22 15:25:47, 100, 825
2017-10-22 15:25:48, 100, 993
2017-10-22 15:25:49, 80, 956
2017-10-22 15:25:54, 80, 705
2017-10-22 15:25:55, 100, 1008
2017-10-22 15:25:55, 80, 856
2017-10-22 15:25:58, 40, 653
2017-10-22 15:25:58, 200, 1480
2017-10-22 15:26:00, 40, 747
2017-10-22 15:26:02, 20, 729
2017-10-22 15:26:02, 80, 826
2017-10-22 15:26:05, 140, 1316
2017-10-22 15:26:07, 160, 1076
2017-10-22 15:26:16, 120, 944
2017-10-22 15:26:17, 80, 722
2017-10-22 15:26:27, 120, 838
2017-10-22 15:26:30, 20, 676
2017-10-22 15:26:30, 20, 592
2017-10-22 15:26:35, 120, 1004
2017-10-22 15:26:38, 60, 810
2017-10-22 15:26:44, 180, 1320
2017-10-22 15:26:46, 200, 1269
2017-10-22 15:26:49, 40, 668
2017-10-22 15:26:50, 120, 1218
2017-10-22 15:26:50, 20, 617
2017-10-22 15:26:50, 140, 1180
2017-10-22 15:26:51, 80, 694
2017-10-22 15:26:52, 140, 1227
2017-10-22 15:26:55, 0, 657
2017-10-22 15:26:57, 20, 652
2017-10-22 15:26:58, 80, 760
2017-10-22 15:26:58, 140, 978
2017-10-22 15:27:02, 160, 849
2017-10-22 15:27:03, 80, 758
2017-10-22 15:27:05, 20, 722
2017-10-22 15:27:06, 80, 972
2017-10-22 15:27:06, 80, 701
2017-10-22 15:27:06, 20, 659
2017-10-22 15:27:12, 100, 1074
2017-10-22 15:27:20, 60, 896
2017-10-22 15:27:20, 20, 548
2017-10-22 15:27:21, 140, 1082
2017-10-22 15:27:22, 20, 686
2017-10-22 15:27:26, 320, 1810
2017-10-22 15:27:33, 140, 996
2017-10-22 15:27:37, 20, 668
2017-10-22 15:27:37, 220, 1448
2017-10-22 15:27:40, 0, 560
2017-10-22 15:27:41, 120, 945
2017-10-22 15:27:42, 80, 756
2017-10-22 15:27:44, 100, 1095
2017-10-22 15:27:45, 20, 591
2017-10-22 15:27:52, 20, 621
2017-10-22 15:27:52, 20, 686
2017-10-22 15:27:54, 80, 764
2017-10-22 15:27:55, 100, 924
2017-10-22 15:27:58, 20, 671
2017-10-22 15:28:02, 40, 786
2017-10-22 15:28:08, 160, 1124
2017-10-22 15:28:20, 40, 669
2017-10-22 15:28:20, 60, 785
2017-10-22 15:28:20, 80, 834
2017-10-22 15:28:22, 180, 1067
2017-10-29 00:46:41, 0, 597
2017-10-29 00:46:52, 40, 694
2017-10-29 00:46:54, 0, 618
2017-10-29 00:47:01, 40, 551
2017-10-29 00:47:03, 20, 672
2017-10-29 00:47:03, 60, 716
2017-10-29 00:47:08, 60, 705
2017-10-29 00:47:10, 80, 785
2017-10-29 00:47:19, 0, 496
